O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.67,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1.19,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.d,Social,OI,Occupational Interests,3.33,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,3.38,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.f,Conventional,OI,Occupational Interests,4.51,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.a,Realistic,OI,Occupational Interests,5.04,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.b,Investigative,OI,Occupational Interests,2.13,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.d,Social,OI,Occupational Interests,3.01,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.e,Enterprising,OI,Occupational Interests,3.83,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.f,Conventional,OI,Occupational Interests,4.88,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3011.00,Bailiffs,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.a,Realistic,OI,Occupational Interests,5.35,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.b,Investigative,OI,Occupational Interests,1.71,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.c,Artistic,OI,Occupational Interests,1.01,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.d,Social,OI,Occupational Interests,3.89,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.e,Enterprising,OI,Occupational Interests,3.21,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.f,Conventional,OI,Occupational Interests,4.7,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3012.00,Correctional Officers and Jailers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.a,Realistic,OI,Occupational Interests,4.18,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.b,Investigative,OI,Occupational Interests,4.9,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1.2,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.d,Social,OI,Occupational Interests,2.73,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.04,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.f,Conventional,OI,Occupational Interests,4.83,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3021.00,Detectives and Criminal Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.a,Realistic,OI,Occupational Interests,4.43,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.b,Investigative,OI,Occupational Interests,3.87,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.c,Artistic,OI,Occupational Interests,1.55,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.d,Social,OI,Occupational Interests,2.04,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.e,Enterprising,OI,Occupational Interests,3.05,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.f,Conventional,OI,Occupational Interests,5.81,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3021.02,Police Identification and Records Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.a,Realistic,OI,Occupational Interests,2.35,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.b,Investigative,OI,Occupational Interests,5.88,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.c,Artistic,OI,Occupational Interests,2.18,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.d,Social,OI,Occupational Interests,1.91,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.e,Enterprising,OI,Occupational Interests,3.63,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.f,Conventional,OI,Occupational Interests,5.51,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3021.06,Intelligence Analysts,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.a,Realistic,OI,Occupational Interests,6.36,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.b,Investigative,OI,Occupational Interests,3.9,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.d,Social,OI,Occupational Interests,2.33,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.e,Enterprising,OI,Occupational Interests,3.02,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.f,Conventional,OI,Occupational Interests,4.36,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3031.00,Fish and Game Wardens,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.a,Realistic,OI,Occupational Interests,6.35,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.42,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.d,Social,OI,Occupational Interests,2.58,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.e,Enterprising,OI,Occupational Interests,3.14,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.f,Conventional,OI,Occupational Interests,5.47,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3041.00,Parking Enforcement Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.a,Realistic,OI,Occupational Interests,5.37,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.b,Investigative,OI,Occupational Interests,2.75,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.c,Artistic,OI,Occupational Interests,1.07,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.d,Social,OI,Occupational Interests,3.43,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.e,Enterprising,OI,Occupational Interests,4.09,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.f,Conventional,OI,Occupational Interests,4.35,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.a,Realistic,OI,Occupational Interests,3.41,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.b,Investigative,OI,Occupational Interests,2.64,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.d,Social,OI,Occupational Interests,2.62,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.e,Enterprising,OI,Occupational Interests,4.32,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.f,Conventional,OI,Occupational Interests,5.27,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-3051.04,Customs and Border Protection Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.a,Realistic,OI,Occupational Interests,5.87,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.b,Investigative,OI,Occupational Interests,2.42,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.d,Social,OI,Occupational Interests,2.55,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.e,Enterprising,OI,Occupational Interests,3.28,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.f,Conventional,OI,Occupational Interests,5.06,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-3052.00,Transit and Railroad Police,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.a,Realistic,OI,Occupational Interests,5.93,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.b,Investigative,OI,Occupational Interests,3.58,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.d,Social,OI,Occupational Interests,2.59,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.e,Enterprising,OI,Occupational Interests,2.11,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.f,Conventional,OI,Occupational Interests,3.85,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9011.00,Animal Control Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.a,Realistic,OI,Occupational Interests,2.43,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.b,Investigative,OI,Occupational Interests,3.92,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1.48,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.d,Social,OI,Occupational Interests,2.84,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.12,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.f,Conventional,OI,Occupational Interests,5.41,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-9021.00,Private Detectives and Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.a,Realistic,OI,Occupational Interests,4.22,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.b,Investigative,OI,Occupational Interests,2.16,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.d,Social,OI,Occupational Interests,2.17,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.82,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.f,Conventional,OI,Occupational Interests,5.64,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.a,Realistic,OI,Occupational Interests,6.2,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.b,Investigative,OI,Occupational Interests,2.2,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.d,Social,OI,Occupational Interests,2.78,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.e,Enterprising,OI,Occupational Interests,2.95,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.f,Conventional,OI,Occupational Interests,4.87,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9032.00,Security Guards,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.a,Realistic,OI,Occupational Interests,5.86,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.b,Investigative,OI,Occupational Interests,1.62,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.c,Artistic,OI,Occupational Interests,1.15,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.d,Social,OI,Occupational Interests,3.08,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.e,Enterprising,OI,Occupational Interests,3.03,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.f,Conventional,OI,Occupational Interests,3.55,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9091.00,Crossing Guards and Flaggers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.a,Realistic,OI,Occupational Interests,6.38,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.b,Investigative,OI,Occupational Interests,2.24,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.d,Social,OI,Occupational Interests,4.16,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.e,Enterprising,OI,Occupational Interests,2.86,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.f,Conventional,OI,Occupational Interests,3.51,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.a,Realistic,OI,Occupational Interests,5.31,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.b,Investigative,OI,Occupational Interests,2.21,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.d,Social,OI,Occupational Interests,2.16,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.e,Enterprising,OI,Occupational Interests,2.49,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.f,Conventional,OI,Occupational Interests,5.67,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9093.00,Transportation Security Screeners,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.a,Realistic,OI,Occupational Interests,3.49,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.b,Investigative,OI,Occupational Interests,1.54,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.c,Artistic,OI,Occupational Interests,1.73,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.d,Social,OI,Occupational Interests,5.25,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.e,Enterprising,OI,Occupational Interests,1.91,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.f,Conventional,OI,Occupational Interests,4.72,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9094.00,School Bus Monitors,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.a,Realistic,OI,Occupational Interests,3.95,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.37,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.d,Social,OI,Occupational Interests,2.65,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,4.72,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.f,Conventional,OI,Occupational Interests,5.71,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
33-9099.02,Retail Loss Prevention Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.a,Realistic,OI,Occupational Interests,4.87,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.b,Investigative,OI,Occupational Interests,1.61,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.c,Artistic,OI,Occupational Interests,2.73,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.d,Social,OI,Occupational Interests,2.95,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.e,Enterprising,OI,Occupational Interests,5.16,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.f,Conventional,OI,Occupational Interests,4.43,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
35-1011.00,Chefs and Head Cooks,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.a,Realistic,OI,Occupational Interests,4.16,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.01,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.c,Artistic,OI,Occupational Interests,1.01,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.d,Social,OI,Occupational Interests,3.21,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.e,Enterprising,OI,Occupational Interests,6.35,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.f,Conventional,OI,Occupational Interests,5.47,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.a,Realistic,OI,Occupational Interests,6.12,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.b,Investigative,OI,Occupational Interests,1.26,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.c,Artistic,OI,Occupational Interests,1.86,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.d,Social,OI,Occupational Interests,2.5,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.e,Enterprising,OI,Occupational Interests,3.45,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.f,Conventional,OI,Occupational Interests,4.69,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
35-2011.00,"Cooks, Fast Food",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.a,Realistic,OI,Occupational Interests,5.93,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.b,Investigative,OI,Occupational Interests,1.89,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.c,Artistic,OI,Occupational Interests,1.98,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.d,Social,OI,Occupational Interests,3.06,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.e,Enterprising,OI,Occupational Interests,3.01,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.f,Conventional,OI,Occupational Interests,4.41,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.a,Realistic,OI,Occupational Interests,5.22,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.b,Investigative,OI,Occupational Interests,1.39,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.c,Artistic,OI,Occupational Interests,3.62,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.d,Social,OI,Occupational Interests,3.65,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.e,Enterprising,OI,Occupational Interests,3.43,11/2023,Machine Learning
35-2013.00,"Cooks, Private Household",1.B.1.f,Conventional,OI,Occupational Interests,3.73,11/2023,Machine Learning
